16.080175,12.813279,-0.167819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.508129,13.595350,-1.714273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.646142,12.821342,-0.383182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.326202,26.623198,3.022701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.441030,26.336229,1.401144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.498427,26.725018,0.067333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.466386,37.883911,-0.959591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.171325,37.827721,0.789666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.505684,34.414749,1.146247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.008542,31.957939,-0.237483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.411026,48.356350,0.507774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.703383,44.628944,1.226222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.944050,43.505260,-1.689355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.643834,48.572994,-2.519144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.901792,17.616755,3.079470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.092772,14.859166,3.019060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.264184,13.426809,0.083115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.026614,17.738651,0.129922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.753201,43.503025,1.354184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.170217,38.493496,1.823422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.912724,13.486549,2.014967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.980539,15.558268,2.165211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.060570,23.901211,2.601404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.353592,26.526075,2.600410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.090616,34.618431,2.552727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.587748,38.194923,2.371024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.484098,42.441147,1.733923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.699293,45.170357,1.246106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.857946,48.766663,0.404184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.710846,61.241131,-5.678400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.454626,61.717178,-7.715184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.334616,61.343544,-10.621221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.700716,60.852814,-8.523455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.156710,60.785278,-7.960774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.966025,61.300835,-10.379699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.850593,61.670036,-7.427129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.161568,61.197571,-5.114792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.211056,12.679824,0.129089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.057662,12.396285,-2.393370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.579806,11.698426,-1.308547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.867572,12.035301,1.030618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.032774,11.854927,-1.137414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.608655,12.669382,-2.644917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.946865,12.437900,0.330755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.615037,11.683011,1.312939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.990321,20.937845,2.514265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.953404,22.543856,2.608631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.737980,20.371824,3.168884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.812957,22.179781,0.265576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.856753,52.996929,-5.274541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.996293,57.642296,-7.230477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.433810,58.273785,-6.089911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.776549,53.455414,-4.119538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.638638,58.992409,-5.984410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.632405,59.419426,-3.105748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.755652,54.184212,-0.965876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.857916,53.921124,-3.915838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.693853,54.374496,-1.125211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.255901,53.166912,-3.421771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.343371,57.996685,-5.347810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.481686,59.342896,-3.429147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.693853,54.374496,-1.125211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.481686,59.342896,-3.429147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.505354,58.847649,-6.352442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.997807,53.994431,-4.215314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.484234,58.430534,-7.127975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.867805,53.607086,-5.103436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.287095,57.643215,-7.422189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.250162,53.014397,-5.419370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.836420,53.569572,-4.414315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.456503,58.390701,-6.436166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.667860,50.158516,0.141351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.785868,51.229946,-0.267621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.510626,28.196482,2.608070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.870604,32.025650,2.625628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.891442,31.922276,2.711867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.843690,53.144234,-3.284942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.755652,54.184212,-0.965876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.632405,59.419426,-3.105748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.969484,57.959137,-5.155795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.223626,12.030260,-0.115237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.625517,12.763051,-1.078647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.630660,13.988861,-0.788957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.495764,17.811502,-0.661716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.306801,22.204111,-0.526074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.058292,26.749548,-0.704061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.643504,31.984463,-0.988253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.208532,37.916210,-1.749217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.831477,43.505802,-2.554312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.557159,48.519215,-3.491576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.737448,53.499966,-4.806201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.397707,58.322414,-6.779700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.829941,58.822659,-6.207427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.318231,60.482727,-9.326466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.912977,60.479000,-8.271089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.931292,60.444324,-9.079450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.745002,60.390587,-7.832946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.726549,60.435234,-8.536551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.710846,61.241131,-5.678400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.927555,60.520817,-8.978943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.080175,12.813279,-0.167819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.012753,12.871082,-1.040088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.842055,14.225519,-0.263383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.435662,13.674320,-2.532819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.491986,13.556562,-2.416761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.625517,12.763051,-1.078647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.625517,12.763051,-1.078647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.646142,12.821342,-0.383182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.630660,13.988861,-0.788957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.630660,13.988861,-0.788957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.433810,58.273785,-6.089911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.875163,60.502499,-9.774837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.345056,60.542023,-10.045201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.161568,61.197571,-5.114792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.966025,61.300835,-10.379699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.700716,60.852814,-8.523455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.757841,11.052382,-0.141821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.032774,11.854927,-1.137414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.219034,10.904881,1.758566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.173380,10.945628,-0.291944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.147290,10.771280,2.639998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.632405,59.419426,-3.105748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.156710,60.785278,-7.960774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.710846,61.241131,-5.678400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.018898,11.961879,1.938014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.193482,13.212445,3.005010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.170538,11.749543,2.821038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.173380,10.945628,-0.291944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.147290,10.771280,2.639998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.944563,48.235485,4.943138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.910967,48.515881,4.968806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.433285,47.969769,10.165918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.900301,48.294693,9.548419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.906082,47.925797,9.205443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.714651,44.941299,5.372826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19.189281,45.135971,4.904473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.657804,43.420818,5.491615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.881889,41.837196,5.067709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.037048,44.883606,9.901257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.420822,44.999668,10.367970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.987759,45.141232,9.458138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.375145,39.484985,8.834281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.814684,38.199272,8.646331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.857323,37.797436,11.791557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.977911,39.762539,5.349392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.134672,38.255085,5.133947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.894419,37.162693,12.778344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.831230,37.532307,12.030180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.849770,35.717682,12.971872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.309313,34.485889,9.788323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.043936,32.942951,10.184658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.250343,34.560726,11.100786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.981802,31.304436,7.882911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.486673,32.791431,7.891698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.599794,31.515659,5.447280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.766689,28.340675,9.202091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.073166,27.927065,5.794688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.455121,32.662514,8.277606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.080103,30.255709,8.006133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.374100,29.818495,4.000541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.976258,31.919949,3.677622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.174466,32.702003,3.704277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
